Codice Articolo Fornitore2222;Unita di Misura;Prezzo;Data Inizio Validita;Sconto 1;Sconto 2;Sconto 3;Sconto 4;Sconto 5;Sconto 6
40714;Pz;13;10/06/23;;;;;;
40716;Pz;9,81;10/06/23;;;;;;
42602;Pz;14,3;10/06/23;;;;;;
42603;Pz;10,5;10/06/23;;;;;;
58657;Pz;1,86;10/06/23;;;;;;
62952;Pz;1,97;10/06/23;;;;;;
73764;Pz;18,7;10/06/23;;;;;;
83592;CZ;16,5;10/06/23;;;;;;
83593;CZ;17,6;10/06/23;;;;;;
87175;CZ;12,8;10/06/23;;;;;;
97116;Pz;12,8;10/06/23;;;;;;
97117;Pz;13,1;10/06/23;;;;;;
5068;Pz;380,9;10/06/23;;;;;;
5069;Pz;432,1;10/06/23;;;;;;
5070;Pz;502,1;10/06/23;;;;;;
5071;Pz;535,3;10/06/23;;;;;;
5072;Pz;519,8;10/06/23;;;;;;
11881;Pz;227,6;10/06/23;;;;;;
11882;Pz;243,9;10/06/23;;;;;;
11883;Pz;287,9;10/06/23;;;;;;
40308;Pz;369,8;10/06/23;;;;;;
40309;Pz;419,7;10/06/23;;;;;;
40310;Pz;487,5;10/06/23;;;;;;
11884;ROT;102,3;10/06/23;;;;;;
11885;ROT;198,9;10/06/23;;;;;;
11896;ROT;72,8;10/06/23;;;;;;
11897;ROT;87,2;10/06/23;;;;;;
11899;ROT;107,2;10/06/23;;;;;;
11900;ROT;147,1;10/06/23;;;;;;
11902;ROT;270,6;10/06/23;;;;;;
11907;ROT;175,3;10/06/23;;;;;;
11917;ROT;116,6;10/06/23;;;;;;
11919;ROT;167,9;10/06/23;;;;;;
11920;ROT;197,3;10/06/23;;;;;;
11926;ROT;181,8;10/06/23;;;;;;
11928;ROT;227,1;10/06/23;;;;;;
11930;ROT;191,3;10/06/23;;;;;;
11931;ROT;310,8;10/06/23;;;;;;
11935;ROT;67,4;10/06/23;;;;;;
11936;ROT;134,7;10/06/23;;;;;;
11937;ROT;186,8;10/06/23;;;;;;
11938;ROT;243,3;10/06/23;;;;;;
11947;ROT;53,3;10/06/23;;;;;;
30116;ROT;201,5;10/06/23;;;;;;
39484;ROT;27,5;10/06/23;;;;;;
39485;ROT;49,6;10/06/23;;;;;;
39486;ROT;15,9;10/06/23;;;;;;
39487;ROT;46,7;10/06/23;;;;;;
39488;ROT;16,2;10/06/23;;;;;;
39489;ROT;28,9;10/06/23;;;;;;
58460;ROT;136,2;10/06/23;;;;;;
13808;ROT;204;10/06/23;;;;;;
13809;Pz;14,6;10/06/23;;;;;;
11951;Kg;6,98;10/06/23;;;;;;
12048;Kg;4,56;10/06/23;;;;;;
12054;ROT;6,96;10/06/23;;;;;;
12055;ROT;15,2;10/06/23;;;;;;
12056;ROT;17,4;10/06/23;;;;;;
11966;ROT;26,7;10/06/23;;;;;;
11967;ROT;46,9;10/06/23;;;;;;
11978;Kg;2,22;10/06/23;;;;;;
53051;ROT;8,27;10/06/23;;;;;;
63994;ROT;54,6;10/06/23;;;;;;
63995;ROT;62,7;10/06/23;;;;;;
63996;ROT;80,1;10/06/23;;;;;;
63997;ROT;94,1;10/06/23;;;;;;
63998;ROT;106,5;10/06/23;;;;;;
75467;ROT;37,5;10/06/23;;;;;;
75468;ROT;46,5;10/06/23;;;;;;
75469;ROT;56,6;10/06/23;;;;;;
80151;ROT;67;10/06/23;;;;;;
11998;ROT;142,3;10/06/23;;;;;;
12006;ROT;49,8;10/06/23;;;;;;
12008;ROT;93,6;10/06/23;;;;;;
12010;ROT;133,7;10/06/23;;;;;;
12011;ROT;186,6;10/06/23;;;;;;
12012;ROT;61,4;10/06/23;;;;;;
12014;ROT;85,8;10/06/23;;;;;;
12015;ROT;122,4;10/06/23;;;;;;
21354;ROT;20,5;10/06/23;;;;;;
21355;ROT;37,3;10/06/23;;;;;;
21357;ROT;25,2;10/06/23;;;;;;
28637;ROT;12,8;10/06/23;;;;;;
28638;ROT;22,8;10/06/23;;;;;;
35888;ROT;23,7;10/06/23;;;;;;
35889;ROT;45,9;10/06/23;;;;;;
56602;ROT;50,8;10/06/23;;;;;;
31434;Pz;8,09;10/06/23;;;;;;
31435;Pz;8,61;10/06/23;;;;;;
31436;Pz;9,36;10/06/23;;;;;;
31437;Pz;10,7;10/06/23;;;;;;
31438;Pz;8,93;10/06/23;;;;;;
31439;Pz;17,2;10/06/23;;;;;;
31440;Pz;18,2;10/06/23;;;;;;
31441;Pz;2,35;10/06/23;;;;;;
31442;Pz;4,14;10/06/23;;;;;;
34972;Pz;5,43;10/06/23;;;;;;
37289;Pz;4,96;10/06/23;;;;;;
51184;Pz;0,461;10/06/23;;;;;;
77442;Pz;1,92;10/06/23;;;;;;
77443;Pz;2,1;10/06/23;;;;;;
77444;Pz;1,92;10/06/23;;;;;;
77445;Pz;2,26;10/06/23;;;;;;
97252;Pz;7,44;10/06/23;;;;;;
97253;Pz;12,2;10/06/23;;;;;;
12030;ROT;57,7;10/06/23;;;;;;
12031;ROT;76,6;10/06/23;;;;;;
12032;ROT;91,6;10/06/23;;;;;;
12033;ROT;106,9;10/06/23;;;;;;
12034;ROT;128,5;10/06/23;;;;;;
12035;ROT;158,9;10/06/23;;;;;;
12036;ROT;169,6;10/06/23;;;;;;
12039;ROT;40;10/06/23;;;;;;
12040;ROT;45,4;10/06/23;;;;;;
22610;ROT;60,2;10/06/23;;;;;;
22611;ROT;71,6;10/06/23;;;;;;
22612;ROT;84,2;10/06/23;;;;;;
22613;ROT;104,4;10/06/23;;;;;;
22614;ROT;122,2;10/06/23;;;;;;
24474;ROT;139,1;10/06/23;;;;;;
21478;ROT;76,9;10/06/23;;;;;;
21479;ROT;100,4;10/06/23;;;;;;
21480;ROT;118,7;10/06/23;;;;;;
21481;ROT;138,2;10/06/23;;;;;;
21482;ROT;157,5;10/06/23;;;;;;
12057;ROT;122,6;10/06/23;;;;;;
12058;ROT;77,6;10/06/23;;;;;;
12060;ROT;145,6;10/06/23;;;;;;
12061;ROT;181,4;10/06/23;;;;;;
12062;ROT;87,3;10/06/23;;;;;;
12063;ROT;379;10/06/23;;;;;;
19837;ROT;109,4;10/06/23;;;;;;
24754;ROT;271,5;10/06/23;;;;;;
51183;ROT;142,1;10/06/23;;;;;;
30878;Pz;2,3;10/06/23;;;;;;
30879;Pz;2,53;10/06/23;;;;;;
30880;Pz;2,79;10/06/23;;;;;;
30881;Pz;3,04;10/06/23;;;;;;
51185;Pz;1,34;10/06/23;;;;;;
62204;Pz;387,8;10/06/23;;;;;;
69829;Pz;310,9;10/06/23;;;;;;
69830;Pz;355,1;10/06/23;;;;;;
80513;Pz;328,7;10/06/23;;;;;;
44986;Pz;1,31;10/06/23;;;;;;
64416;Pz;1,94;10/06/23;;;;;;
61307;Pz;1,63;10/06/23;;;;;;
61308;Pz;2,21;10/06/23;;;;;;
64414;Pz;1,29;10/06/23;;;;;;
1129;Pz;0,76;10/06/23;;;;;;
1130;CZ;5,09;10/06/23;;;;;;
1131;Pz;1,19;10/06/23;;;;;;
79349;Pz;1,02;10/06/23;;;;;;
2589;CZ;3,05;10/06/23;;;;;;
2590;CZ;3,15;10/06/23;;;;;;
697;Pz;23,9;10/06/23;;;;;;
698;CZ;29,9;10/06/23;;;;;;
59074;CZ;16,3;10/06/23;;;;;;
59075;CZ;21,6;10/06/23;;;;;;
59076;CZ;18,2;10/06/23;;;;;;
59078;CZ;20,1;10/06/23;;;;;;
59079;CZ;22,4;10/06/23;;;;;;
59080;CZ;22,9;10/06/23;;;;;;
59081;CZ;22,9;10/06/23;;;;;;
59084;CZ;26,6;10/06/23;;;;;;
59085;CZ;20,8;10/06/23;;;;;;
59086;CZ;20,2;10/06/23;;;;;;
59087;CZ;22,2;10/06/23;;;;;;
59089;CZ;25,7;10/06/23;;;;;;
69726;CZ;12,9;10/06/23;;;;;;
69727;CZ;21,2;10/06/23;;;;;;
69729;CZ;21,9;10/06/23;;;;;;
699;CZ;11,1;10/06/23;;;;;;
700;CZ;10,2;10/06/23;;;;;;
4312;CZ;3,44;10/06/23;;;;;;
4318;CZ;3,38;10/06/23;;;;;;
4322;CZ;6,1;10/06/23;;;;;;
4323;CZ;8,17;10/06/23;;;;;;
57946;CZ;12,7;10/06/23;;;;;;
57947;CZ;14,2;10/06/23;;;;;;
57948;CZ;16;10/06/23;;;;;;
57950;CZ;16,3;10/06/23;;;;;;
57951;CZ;7,45;10/06/23;;;;;;
59408;CZ;5,2;10/06/23;;;;;;
59412;CZ;3,66;10/06/23;;;;;;
59413;CZ;3,58;10/06/23;;;;;;
59414;CZ;5,71;10/06/23;;;;;;
59415;CZ;5,16;10/06/23;;;;;;
59416;CZ;6,32;10/06/23;;;;;;
59417;CZ;6,09;10/06/23;;;;;;
59418;CZ;6,99;10/06/23;;;;;;
59419;CZ;8,75;10/06/23;;;;;;
59421;CZ;7,45;10/06/23;;;;;;
59422;CZ;9,73;10/06/23;;;;;;
62577;CZ;8,11;10/06/23;;;;;;
62644;CZ;5,51;10/06/23;;;;;;
63569;CZ;3,02;10/06/23;;;;;;
64861;CZ;6,85;10/06/23;;;;;;
69734;CZ;3,95;10/06/23;;;;;;
69735;CZ;3,93;10/06/23;;;;;;
69736;CZ;3,93;10/06/23;;;;;;
72251;CZ;2,85;10/06/23;;;;;;
72252;CZ;2,76;10/06/23;;;;;;
73412;CZ;6,54;10/06/23;;;;;;
73413;CZ;7,01;10/06/23;;;;;;
75381;CZ;4,65;10/06/23;;;;;;
76792;CZ;13,4;10/06/23;;;;;;
76793;CZ;13,4;10/06/23;;;;;;
76794;CZ;3,29;10/06/23;;;;;;
78839;CZ;3,53;10/06/23;;;;;;
78840;CZ;3,54;10/06/23;;;;;;
79431;CZ;11,8;10/06/23;;;;;;
79432;CZ;11,8;10/06/23;;;;;;
88806;CZ;10,2;10/06/23;;;;;;
88807;CZ;9,17;10/06/23;;;;;;
88808;CZ;18,2;10/06/23;;;;;;
88809;CZ;18,2;10/06/23;;;;;;
88810;CZ;18,2;10/06/23;;;;;;
88811;CZ;18,2;10/06/23;;;;;;
96423;CZ;3,7;10/06/23;;;;;;
96426;CZ;4,1;10/06/23;;;;;;
96427;CZ;4,02;10/06/23;;;;;;
77766;CZ;2,24;10/06/23;;;;;;
81321;CZ;4,77;10/06/23;;;;;;
81322;CZ;4,77;10/06/23;;;;;;
87995;CZ;2,03;10/06/23;;;;;;
87996;CZ;2,03;10/06/23;;;;;;
87997;CZ;2,03;10/06/23;;;;;;
87998;CZ;2,03;10/06/23;;;;;;
87999;CZ;2,03;10/06/23;;;;;;
88000;CZ;2,03;10/06/23;;;;;;
88001;CZ;2,03;10/06/23;;;;;;
88002;CZ;2,03;10/06/23;;;;;;
88003;CZ;2,03;10/06/23;;;;;;
88004;CZ;2,63;10/06/23;;;;;;
88005;CZ;2,63;10/06/23;;;;;;
88006;CZ;2,63;10/06/23;;;;;;
50281;Pz;2,69;10/06/23;;;;;;
77870;Pz;14,3;10/06/23;;;;;;
44014;Pz;2,5;10/06/23;;;;;;
72617;Pz;40,8;10/06/23;;;;;;
72618;Pz;45,3;10/06/23;;;;;;
72619;Pz;66,5;10/06/23;;;;;;
72620;Pz;66,5;10/06/23;;;;;;
72621;Pz;63,5;10/06/23;;;;;;
8693;Pz;12;10/06/23;;;;;;
62041;Pz;66,3;10/06/23;;;;;;
44005;Pz;4,22;10/06/23;;;;;;
44006;Pz;6,07;10/06/23;;;;;;
44007;Pz;8,37;10/06/23;;;;;;
44008;Pz;10,6;10/06/23;;;;;;
44009;Pz;15,3;10/06/23;;;;;;
44010;Pz;21,6;10/06/23;;;;;;
44011;Pz;29,7;10/06/23;;;;;;
44012;Pz;50,2;10/06/23;;;;;;
44013;Pz;86,4;10/06/23;;;;;;
48834;Pz;8,69;10/06/23;;;;;;
48835;Pz;0,85;10/06/23;;;;;;
48836;Pz;4,62;10/06/23;;;;;;
53723;Pz;14,1;10/06/23;;;;;;
73969;Pz;8,04;10/06/23;;;;;;
96822;Pz;13,1;10/06/23;;;;;;
96823;Pz;15,1;10/06/23;;;;;;
3627;Pz;18,9;10/06/23;;;;;;
5723;Pz;7,27;10/06/23;;;;;;
45220;Pz;62,3;10/06/23;;;;;;
45221;Pz;67,3;10/06/23;;;;;;
45223;Pz;28,6;10/06/23;;;;;;
45224;Pz;28,6;10/06/23;;;;;;
45226;Pz;8,94;10/06/23;;;;;;
45227;Pz;8,94;10/06/23;;;;;;
45233;Pz;34,2;10/06/23;;;;;;
49478;Pz;18,6;10/06/23;;;;;;
49479;Pz;18,6;10/06/23;;;;;;
49480;Pz;18,6;10/06/23;;;;;;
49481;Pz;18,6;10/06/23;;;;;;
49482;Pz;18,6;10/06/23;;;;;;
49483;Pz;18,6;10/06/23;;;;;;
265;Pz;5,63;10/06/23;;;;;;
64573;Pz;9,19;10/06/23;;;;;;
64574;Pz;11,9;10/06/23;;;;;;
64575;Pz;1,83;10/06/23;;;;;;
64576;Pz;3,57;10/06/23;;;;;;
76687;Pz;8,66;10/06/23;;;;;;
99304;Pz;3,78;10/06/23;;;;;;
99305;Pz;1,38;10/06/23;;;;;;
99306;Pz;1,91;10/06/23;;;;;;
99307;Pz;2,64;10/06/23;;;;;;
99625;Pz;4,99;10/06/23;;;;;;
99626;Pz;6,16;10/06/23;;;;;;
99627;Pz;8,96;10/06/23;;;;;;
99628;Pz;11,4;10/06/23;;;;;;
7786;Pz;8,5;10/06/23;;;;;;
7787;Pz;11,7;10/06/23;;;;;;
7788;Pz;14,4;10/06/23;;;;;;
7789;Pz;21,2;10/06/23;;;;;;
7790;Pz;42,5;10/06/23;;;;;;
7791;Pz;30,6;10/06/23;;;;;;
5802;Pz;6,03;10/06/23;;;;;;
5804;Pz;9,75;10/06/23;;;;;;
80814;Pz;4,46;10/06/23;;;;;;
80815;Pz;6,03;10/06/23;;;;;;
80816;Pz;9,75;10/06/23;;;;;;
93081;Pz;4,46;10/06/23;;;;;;
740;Pz;5,98;10/06/23;;;;;;
61399;Pz;79,9;10/06/23;;;;;;
61400;Pz;143,8;10/06/23;;;;;;
61401;Pz;62,9;10/06/23;;;;;;
57347;Pz;14;10/06/23;;;;;;
64420;Pz;6,36;10/06/23;;;;;;
88392;Pz;10,3;10/06/23;;;;;;
88393;Pz;10,5;10/06/23;;;;;;
88394;Pz;10,5;10/06/23;;;;;;
88395;Pz;11,1;10/06/23;;;;;;
88396;Pz;14,6;10/06/23;;;;;;
88397;Pz;16,7;10/06/23;;;;;;
88398;Pz;16,7;10/06/23;;;;;;
88399;Pz;17,3;10/06/23;;;;;;
88400;Pz;17,3;10/06/23;;;;;;
88401;Pz;18,3;10/06/23;;;;;;
88402;Pz;13,4;10/06/23;;;;;;
88403;Pz;13,5;10/06/23;;;;;;
88404;Pz;21,5;10/06/23;;;;;;
71482;Pz;14;10/06/23;;;;;;
73382;Pz;17,5;10/06/23;;;;;;
80299;Pz;13,3;10/06/23;;;;;;
80300;Pz;13,3;10/06/23;;;;;;
84032;Pz;28,6;10/06/23;;;;;;
48194;Pz;5,92;10/06/23;;;;;;
48195;Pz;8,31;10/06/23;;;;;;
48196;Pz;11,3;10/06/23;;;;;;
57636;Pz;14,9;10/06/23;;;;;;
64422;Pz;3,6;10/06/23;;;;;;
94236;Pz;3,11;10/06/23;;;;;;
94237;Pz;2,82;10/06/23;;;;;;
94238;Pz;3,99;10/06/23;;;;;;
71620;Pz;188;10/06/23;;;;;;
56960;Pz;122,2;10/06/23;;;;;;
77588;Pz;231,9;10/06/23;;;;;;
57566;Pz;1.202,30;10/06/23;;;;;;
53450;CZ;56,8;10/06/23;;;;;;
53451;CZ;31,7;10/06/23;;;;;;
53452;CZ;33;10/06/23;;;;;;
57743;CZ;56,8;10/06/23;;;;;;
7076;Pz;0,84;10/06/23;;;;;;
7077;Pz;1,45;10/06/23;;;;;;
7078;Pz;1,2;10/06/23;;;;;;
15038;Pz;0,65;10/06/23;;;;;;
15039;Pz;1,06;10/06/23;;;;;;
33239;Pz;3,3;10/06/23;;;;;;
33240;Pz;3,3;10/06/23;;;;;;
55674;Pz;0,74;10/06/23;;;;;;
31944;CZ;2,09;10/06/23;;;;;;
54283;CZ;4,49;10/06/23;;;;;;
54284;CZ;4,49;10/06/23;;;;;;
54285;CZ;2,64;10/06/23;;;;;;
54286;CZ;2,39;10/06/23;;;;;;
54287;CZ;2,25;10/06/23;;;;;;
54332;CZ;2,61;10/06/23;;;;;;
61704;CZ;2,03;10/06/23;;;;;;
30948;Pz;2,98;10/06/23;;;;;;
10280;Pz;12,2;10/06/23;;;;;;
10278;Pz;95,3;10/06/23;;;;;;
28952;Pz;28,1;10/06/23;;;;;;
58593;Pz;8,3;10/06/23;;;;;;
58594;Pz;10,3;10/06/23;;;;;;
58595;Pz;11,2;10/06/23;;;;;;
58596;Pz;12,9;10/06/23;;;;;;
58597;Pz;7,82;10/06/23;;;;;;
58598;Pz;9,56;10/06/23;;;;;;
58599;Pz;10,6;10/06/23;;;;;;
69453;Pz;14,8;10/06/23;;;;;;
69454;Pz;11,9;10/06/23;;;;;;
69455;Pz;13,7;10/06/23;;;;;;
81266;Pz;9,94;10/06/23;;;;;;
81267;Pz;13,9;10/06/23;;;;;;
95574;Pz;2,96;10/06/23;;;;;;
76169;Pz;10,1;10/06/23;;;;;;
63244;Pz;6,52;10/06/23;;;;;;
748;Pz;10,6;10/06/23;;;;;;
58135;Pz;9,13;10/06/23;;;;;;
58136;Pz;12,1;10/06/23;;;;;;
72485;Pz;8,52;10/06/23;;;;;;
73826;Pz;11,3;10/06/23;;;;;;
73827;Pz;11,2;10/06/23;;;;;;
73828;Pz;9,89;10/06/23;;;;;;
73829;Pz;12,9;10/06/23;;;;;;
80555;Pz;10,2;10/06/23;;;;;;
14158;Pz;29,3;10/06/23;;;;;;
14159;Pz;31,9;10/06/23;;;;;;
14160;Pz;41,6;10/06/23;;;;;;
14162;Pz;1,39;10/06/23;;;;;;
14163;Pz;6,27;10/06/23;;;;;;
77465;Pz;2,85;10/06/23;;;;;;
70604;Pz;3,64;10/06/23;;;;;;
73285;Pz;4,25;10/06/23;;;;;;
81279;Pz;3,12;10/06/23;;;;;;
384;Pz;3,21;10/06/23;;;;;;
385;Pz;3,83;10/06/23;;;;;;
386;Pz;3,53;10/06/23;;;;;;
387;Pz;25,9;10/06/23;;;;;;
388;Pz;4,01;10/06/23;;;;;;
61851;Pz;2,59;10/06/23;;;;;;
61852;Pz;3,12;10/06/23;;;;;;
61853;Pz;3,53;10/06/23;;;;;;
61854;Pz;3,53;10/06/23;;;;;;
61855;Pz;3,48;10/06/23;;;;;;
61856;Pz;2,32;10/06/23;;;;;;
61857;Pz;2,85;10/06/23;;;;;;
61858;Pz;3,21;10/06/23;;;;;;
61859;Pz;3,07;10/06/23;;;;;;
61860;Pz;41;10/06/23;;;;;;
61861;Pz;3,14;10/06/23;;;;;;
61862;Pz;2,76;10/06/23;;;;;;
61863;Pz;2,85;10/06/23;;;;;;
61864;Pz;3,03;10/06/23;;;;;;
61865;Pz;3,21;10/06/23;;;;;;
61866;Pz;2,82;10/06/23;;;;;;
61868;Pz;3,03;10/06/23;;;;;;
61869;Pz;3,3;10/06/23;;;;;;
61870;Pz;2,67;10/06/23;;;;;;
61871;Pz;2,48;10/06/23;;;;;;
61872;Pz;2,76;10/06/23;;;;;;
61873;Pz;2,41;10/06/23;;;;;;
61874;Pz;2,62;10/06/23;;;;;;
61875;Pz;4,37;10/06/23;;;;;;
61876;Pz;5,33;10/06/23;;;;;;
61877;Pz;4,72;10/06/23;;;;;;
62616;Pz;3,03;10/06/23;;;;;;
62617;Pz;2,67;10/06/23;;;;;;
62618;Pz;7,12;10/06/23;;;;;;
62973;Pz;3,48;10/06/23;;;;;;
65080;Pz;2,85;10/06/23;;;;;;
68444;Pz;2,5;10/06/23;;;;;;
71460;Pz;2,85;10/06/23;;;;;;
72515;Pz;4,1;10/06/23;;;;;;
72516;Pz;3,03;10/06/23;;;;;;
80362;Pz;3,65;10/06/23;;;;;;
80363;Pz;3,37;10/06/23;;;;;;
80364;Pz;4,01;10/06/23;;;;;;
80479;Pz;3,83;10/06/23;;;;;;
29276;Pz;0,89;10/06/23;;;;;;
29277;Pz;0,89;10/06/23;;;;;;
29278;Pz;0,89;10/06/23;;;;;;
29279;Pz;0,89;10/06/23;;;;;;
29280;Pz;0,89;10/06/23;;;;;;
29281;Pz;0,89;10/06/23;;;;;;
29282;Pz;0,89;10/06/23;;;;;;
29283;Pz;0,89;10/06/23;;;;;;
29284;Pz;0,89;10/06/23;;;;;;
29285;Pz;0,89;10/06/23;;;;;;
64259;Pz;0,82;10/06/23;;;;;;
64260;Pz;0,82;10/06/23;;;;;;
64261;Pz;0,82;10/06/23;;;;;;
64262;Pz;0,82;10/06/23;;;;;;
64263;Pz;0,82;10/06/23;;;;;;
64264;Pz;0,82;10/06/23;;;;;;
64265;Pz;0,82;10/06/23;;;;;;
64266;Pz;0,82;10/06/23;;;;;;
64267;Pz;0,82;10/06/23;;;;;;
64268;Pz;0,82;10/06/23;;;;;;
86474;CZ;9,17;10/06/23;;;;;;
86475;CZ;9,17;10/06/23;;;;;;
86476;CZ;9,17;10/06/23;;;;;;
86477;CZ;9,17;10/06/23;;;;;;
86478;CZ;9,17;10/06/23;;;;;;
86479;CZ;9,17;10/06/23;;;;;;
86480;CZ;9,17;10/06/23;;;;;;
86481;CZ;9,17;10/06/23;;;;;;
86482;CZ;9,17;10/06/23;;;;;;
86483;CZ;9,17;10/06/23;;;;;;
14893;Pz;8,51;10/06/23;;;;;;
14894;Pz;8,51;10/06/23;;;;;;
14895;Pz;8,51;10/06/23;;;;;;
14896;Pz;8,51;10/06/23;;;;;;
14897;Pz;8,51;10/06/23;;;;;;
14898;Pz;8,51;10/06/23;;;;;;
14899;Pz;7,22;10/06/23;;;;;;
14900;Pz;7,22;10/06/23;;;;;;
14901;Pz;7,22;10/06/23;;;;;;
14902;Pz;7,46;10/06/23;;;;;;
14903;Pz;7,46;10/06/23;;;;;;
14904;Pz;7,46;10/06/23;;;;;;
82388;Pz;14,1;10/06/23;;;;;;
82389;Pz;14,1;10/06/23;;;;;;
82390;Pz;14,1;10/06/23;;;;;;
82391;Pz;14,1;10/06/23;;;;;;
82392;Pz;14,1;10/06/23;;;;;;
82393;Pz;14,1;10/06/23;;;;;;
82394;Pz;11,9;10/06/23;;;;;;
82395;Pz;11,9;10/06/23;;;;;;
82396;Pz;11,9;10/06/23;;;;;;
82397;Pz;11,9;10/06/23;;;;;;
82398;Pz;11,9;10/06/23;;;;;;
82399;Pz;11,9;10/06/23;;;;;;
82400;Pz;14,7;10/06/23;;;;;;
82401;Pz;14,7;10/06/23;;;;;;
82402;Pz;10,6;10/06/23;;;;;;
82403;Pz;10,6;10/06/23;;;;;;
85270;Pz;7,46;10/06/23;;;;;;
85271;Pz;7,46;10/06/23;;;;;;
85272;Pz;7,46;10/06/23;;;;;;
85275;Pz;4,75;10/06/23;;;;;;
14891;Pz;0,55;10/06/23;;;;;;
14892;Pz;0,55;10/06/23;;;;;;
8950;Pz;4,12;10/06/23;;;;;;
8951;Pz;4,12;10/06/23;;;;;;
8952;Pz;3,34;10/06/23;;;;;;
8953;Pz;3,34;10/06/23;;;;;;
8954;Pz;3,34;10/06/23;;;;;;
8955;Pz;3,34;10/06/23;;;;;;
12469;Pz;3,75;10/06/23;;;;;;
14737;Pz;0,139;10/06/23;;;;;;
20096;Pz;3,3;10/06/23;;;;;;
20097;Pz;3,3;10/06/23;;;;;;
20098;Pz;2,6;10/06/23;;;;;;
24459;Pz;4,51;10/06/23;;;;;;
24460;Pz;4,51;10/06/23;;;;;;
24461;Pz;3,97;10/06/23;;;;;;
24462;Pz;3,78;10/06/23;;;;;;
24463;Pz;3,78;10/06/23;;;;;;
24464;Pz;3,78;10/06/23;;;;;;
24465;Pz;4,15;10/06/23;;;;;;
24466;Pz;5,34;10/06/23;;;;;;
24467;Pz;5,34;10/06/23;;;;;;
24468;Pz;4,69;10/06/23;;;;;;
24469;Pz;4,47;10/06/23;;;;;;
24470;Pz;4,47;10/06/23;;;;;;
24471;Pz;4,47;10/06/23;;;;;;
24472;Pz;4,91;10/06/23;;;;;;
33283;Pz;0,62;10/06/23;;;;;;
50547;Pz;4,51;10/06/23;;;;;;
50548;Pz;4,51;10/06/23;;;;;;
50549;Pz;3,65;10/06/23;;;;;;
50550;Pz;3,65;10/06/23;;;;;;
50551;Pz;3,65;10/06/23;;;;;;
50552;Pz;3,65;10/06/23;;;;;;
50553;Pz;4,08;10/06/23;;;;;;
55598;Pz;0,32;10/06/23;;;;;;
55599;Pz;0,429;10/06/23;;;;;;
55601;Pz;0,61;10/06/23;;;;;;
55602;Pz;0,412;10/06/23;;;;;;
85276;Pz;11,3;10/06/23;;;;;;
85277;Pz;12,7;10/06/23;;;;;;
85278;Pz;15,1;10/06/23;;;;;;
85279;Pz;18,7;10/06/23;;;;;;
85280;Pz;11;10/06/23;;;;;;
85281;Pz;13;10/06/23;;;;;;
85282;Pz;17,1;10/06/23;;;;;;
85283;Pz;19,4;10/06/23;;;;;;
85284;Pz;20,5;10/06/23;;;;;;
85285;Pz;23,4;10/06/23;;;;;;
30889;Pz;6,13;10/06/23;;;;;;
30890;Pz;5,94;10/06/23;;;;;;
30891;Pz;5,94;10/06/23;;;;;;
30892;Pz;5,94;10/06/23;;;;;;
77332;CZ;9,51;10/06/23;;;;;;
45284;Pz;8,24;10/06/23;;;;;;
45285;Pz;9,84;10/06/23;;;;;;
79544;Pz;8,18;10/06/23;;;;;;
79545;Pz;8,82;10/06/23;;;;;;
79546;Pz;9,58;10/06/23;;;;;;
64712;Pz;3,31;10/06/23;;;;;;
329;Pz;5,18;10/06/23;;;;;;
330;Pz;5,18;10/06/23;;;;;;
331;Pz;5,18;10/06/23;;;;;;
332;Pz;5,18;10/06/23;;;;;;
333;Pz;5,18;10/06/23;;;;;;
334;Pz;5,18;10/06/23;;;;;;
47191;Pz;2,96;10/06/23;;;;;;
47195;Pz;2,47;10/06/23;;;;;;
75770;Pz;5,18;10/06/23;;;;;;
75771;Pz;5,18;10/06/23;;;;;;
75773;Pz;5,18;10/06/23;;;;;;
75774;Pz;5,18;10/06/23;;;;;;
71729;Pz;9,14;10/06/23;;;;;;
71730;Pz;15,1;10/06/23;;;;;;
28124;Pz;10,7;10/06/23;;;;;;
28125;Pz;6,29;10/06/23;;;;;;
28415;Pz;3,21;10/06/23;;;;;;
5007;Pz;9,95;10/06/23;;;;;;
5008;Pz;21,2;10/06/23;;;;;;
5009;Pz;22,6;10/06/23;;;;;;
5011;Pz;27,1;10/06/23;;;;;;
5012;Pz;5,37;10/06/23;;;;;;
40645;Pz;25,3;10/06/23;;;;;;
40646;Pz;30,6;10/06/23;;;;;;
63354;Kg;6,82;10/06/23;;;;;;
76175;CZ;18,8;10/06/23;;;;;;
76176;CZ;28,3;10/06/23;;;;;;
76177;CZ;42,2;10/06/23;;;;;;
53674;Pz;1,02;10/06/23;;;;;;
98377;Pz;2,53;10/06/23;;;;;;
98378;Pz;2,06;10/06/23;;;;;;
63353;Kg;6,91;10/06/23;;;;;;
90670;Pz;10,7;10/06/23;;;;;;
90671;Pz;27,4;10/06/23;;;;;;
90672;Pz;20,8;10/06/23;;;;;;
90673;Pz;16,7;10/06/23;;;;;;
90674;Pz;13;10/06/23;;;;;;
91221;Pz;25,1;10/06/23;;;;;;
6111;Pz;8,68;10/06/23;;;;;;
6112;Pz;13;10/06/23;;;;;;
6113;Pz;18,1;10/06/23;;;;;;
6114;Pz;18,8;10/06/23;;;;;;
7069;Pz;5,79;10/06/23;;;;;;
44794;Pz;9,1;10/06/23;;;;;;
70964;Pz;6,23;10/06/23;;;;;;
