conto;denominazione;denominazione_2;email;website;indirizzo;cap;citta;provincia;codice_fiscale;partita_iva;telefono;fax;attivo;accesso;password;ultimo_aggiornamento;token
230109257;CA.MA SRL;NULL;NULL;NULL;VIA ANTONIO VIVALDI, 43;42043;GATTATICO;RE;2798010357;2798010357;NULL;NULL;A;NULL;NULL;2023-06-27 15:49:23.717;NULL
230109259;GRUPO CLEVER SHOPPING SL;NULL;NULL;NULL;CALLE MERCEDES FORMICA 17;0;28028 MADRID;NULL;88338033,00 ESB;NULL;NULL;NULL;A;NULL;NULL;2023-04-13 11:49:38.000;NULL
230109260;F.M.I. DI BARONE MARCO E C. SNC;NULL;NULL;NULL;VIA GUGLIELMO MARCONI, 29/31;27030;CASTELNOVETTO;PV;1155330184;1155330184;384673337;384673337;A;NULL;NULL;2023-06-22 14:16:54.000;NULL
230109261;FARNELL ITALIA SRL;NULL;vendite@farnell.com;www.farnell.com;VIA ALESSANDRO MANZONI, 44;20095;CUSANO MILANINO;MI;3616040964;3616040964;293995200;293995300;A;NULL;NULL;2023-03-20 11:45:10.000;NULL
230109271;SICUR DELTA SRL;NULL;direzione@sicurdelta.it;sicurdelta.it;VIA AMERIGO VESPUCCI, 16;56029;SANTA CROCE SULL'ARNO;PI;5738810489;5738810489;57133588;571367599;A;NULL;NULL;2023-09-08 14:31:41.683;NULL
230109272;AUTOTRASPORTI F.LLI D'ANELLA SRL;NULL;info@danellatrasporti.it;autotrasportifllidanella.it;CONTRADA TEMPA CAPPITELLI, 47;85052;MARSICO NUOVO;PZ;1748330766;1748330766;975343068;NULL;A;NULL;NULL;2023-04-04 08:25:07.000;NULL
230109275;SGP SOC COOP;NULL;sgpsocoop@legalmail.it;NULL;VIA FRATELLI ROSSELLI, 33;5100;TERNI;TR;1210230577;1210230577;746203325;746270639;A;NULL;NULL;2023-04-05 14:20:01.000;NULL
230109277;CUNEO ISOLANTI SRL;NULL;info@cuneoisolanti.it;NULL;VIA MOMBIRONE, 42;12043;CANALE;CN;3147610046;3147610046;173979040;173959183;A;NULL;NULL;2023-05-30 10:42:45.000;NULL
230109278;IONOS SE;NULL;NULL;NULL;ELGENDORFER STR.57;56410;MONTALBAUR;NULL;815563912;NULL;NULL;NULL;A;NULL;NULL;2023-04-13 11:27:27.000;NULL
230109279;POGGI BRUNO E STAFFORINI ANTONIO SNC;NULL;NULL;NULL;VIA LUIGI MAZZA, 14;27057;VARZI;PV;270620180;270620180;383545325;383540028;A;NULL;NULL;2023-05-15 15:15:42.403;NULL
230109280;SYMPOSIUMLAB SRL;NULL;servizioclienti@symposiumlab.it;www.symposiumlab.it;VIA LEONARDO DA VINCI, 14;21047;SARONNO;VA;3528490125;3528490125;NULL;NULL;A;NULL;NULL;2023-06-26 10:25:07.033;NULL
230109282;SELLERX COMMERCE GMBH;NULL;NULL;NULL;JAGERSTRASSE, 41;0;BERLINO;NULL;NULL;158319996;NULL;NULL;A;NULL;NULL;2023-06-26 10:24:53.403;NULL
230109283;M.A.T. SRL;NULL;info@mat.pd.it;www.mat.pd.it;VIA ALESSANDRO VOLTA, 16;35037;TEOLO;PD;1396200287;1396200287;499908049;499908049;A;NULL;NULL;2023-08-04 11:13:22.520;NULL
230109285;COMITEL SRL;NULL;info@comitel.it;www.comitel.it;VIA MONTE MISMA, 35/37;24050;CALCINATE;BG;1782170169;1782170169;35840031;354498172;A;NULL;NULL;2023-05-03 16:01:52.000;NULL
230109287;FERRIMOBILI SRL;NULL;info@ferrimobili.com;www.ferrimobili.com;VIA TAVOLETO, 1750;47832;SAN CLEMENTE;RN;3468000405;3468000405;541988365;541987852;A;NULL;NULL;2023-09-11 17:02:20.860;NULL
230109288;CBELUX SPA;NULL;info@cbelux.it;www.cbelux.it;VIA PANA', 62;35027;NOVENTA PADOVANA;PD;3559260280;3559260280;498701950;497628948;A;NULL;NULL;2023-09-22 15:57:39.883;NULL
230109289;PAPAVERO MAURIZIO;NULL;papaveromaurizio@gmail.com;NULL;VIA ALESSANDRO MANZONI, 224;27045;CASTEGGIO;PV;PPVMRZ69C12B201K;2029920184;38383238;NULL;A;NULL;NULL;2023-05-15 15:15:23.430;NULL
230109291;RISTODOM SRL;NULL;logistica@gastrodomus.it;www.gastrodomus.it;VIA VALCUNSAT, ;33072;CASARSA DELLA DELIZIA;PN;2788810303;2788810303;434869232;NULL;A;NULL;NULL;2023-05-15 17:14:46.000;NULL
230109292;STOCKER SRL;NULL;info@stockergarden.com;www.stockergarden.com;VIA ZONA INDUSTRIALE, 1/7;39011;LANA;BZ;2527270215;2527270215;473563482;473563482;A;NULL;NULL;2023-06-30 10:31:21.147;NULL
230109293;F.LLI MIRANDOLA SAS DI MIRANDOLA FLORIANO & C.;NULL;info@fratellimirandola.it;NULL;VIALE DELL'AGRICOLTURA, 19;37046;MINERBE;VR;1762210233;1762210233;442641967;442641966;A;NULL;NULL;2023-07-19 08:39:41.450;NULL
230109294;RNR GROUP DI SOFFRITTI DAVIDE ANGELO;NULL;info@retenellarete.it;www.retenellarete.it;VIA MONTE BIANCO, 6;27040;PORTALBERA;PV;SFFDDN72S08F205W;1590920185;38543863;385240210;A;NULL;NULL;2023-05-18 17:20:36.833;NULL
230109295;GLOBAL A.G.F. SRL SEMPLIFICATA;NULL;office@balticgranulas.lv;NULL;VIA MONSIGNORE GIOVANNI SACCANI, 2;42023;CADELBOSCO DI SOPRA;RE;2774400358;2774400358;37123271820;NULL;A;NULL;NULL;2023-08-23 09:51:33.780;NULL
230109296;TECNOZETA SRL;NULL;info@tecnozetalamiere.com;www.tecnozetalamiere.com;VIA DEL PROGRESSO, 1;61036;COLLI AL METAURO;PU;2185280415;2185280415;721891907;721879028;A;NULL;NULL;2023-09-15 16:49:24.820;NULL
230109300;WEINBERGER TRADING GMBH;NULL;office@weinberger-holz.at;NULL;BAMBERGER STRASSE N. 4;0;REICHENFELS;NULL;ATU64802100;NULL;+43 4359.2228;NULL;A;NULL;NULL;2023-08-11 15:03:49.857;NULL
230109302;GH WINKLER HOLZ GMBH;NULL;office@ghwinlerholz.at;NULL;GEWERBEGEBIET SCHRATTEN N. 26;0;ABTENAU/SALZBURG;NULL;ATU65815068;NULL;+43 6243 2220;NULL;A;NULL;NULL;2023-07-11 08:27:31.000;NULL
230109304;ALTEC ITALIA SRL;NULL;info@altec-italia.it;altec-italia.it;VIA QUINTINO SELLA, 16;13856;VIGLIANO BIELLESE;BI;5308110013;1634200024;158123205;NULL;A;NULL;NULL;2023-06-08 14:04:57.363;NULL
230109305;DITTA CHIABOTTI DOMENICO DI F.LLI FULVIO E FRANCO ;CHIABOTTI SNC;info@segherialegnamichiabotti.it;www.segherialegnamichiabotti.it;BORGATA LANTIGLIERA, 27;10085;PONT CANAVESE;TO;4822140010;4822140010;12484167;12484167;A;NULL;NULL;2023-09-22 08:49:37.723;NULL
230109309;FAZZINI SRL;NULL;NULL;www.fazzinihome.com;VIA ALESSANDRO VOLTA, 69;21010;CARDANO AL CAMPO;VA;450810122;450810122;331262693;NULL;A;NULL;NULL;2023-09-05 17:41:04.000;NULL
230109312;VESOI SRL;NULL;contabilita@vesoi.com;www.vesoi.com;VIA VITTORIO EMANUELE, 209;80022;ARZANO;NA;281700633;7487610631;815735613;817318692;A;NULL;NULL;2023-07-11 15:26:06.107;NULL
230109314;VIANOVA SPA;NULL;info@vianova.it;www.vianova.it;VIA DI MONTRAMITO, 431/A;55054;MASSAROSA;LU;1059440469;1059440469;58442441;5844244201;A;NULL;NULL;2023-06-23 08:17:12.000;NULL
230109316;EKOMMERCE SRL;NULL;amministrazione@ekommerce.it;www.ekommerce.it;VIA VENEZIA, 18;66041;ATESSA;CH;1966880690;1966880690;872897900;872888056;A;NULL;NULL;2023-06-30 08:36:17.517;NULL
230109318;BORA HOLDING GMBH;NULL;orderprocessing@bora.com;NULL;INNSTRASSE, 1;0;NIEDERNDORF;NULL;ATU67460302;NULL;NULL;NULL;A;NULL;NULL;2023-07-11 08:31:46.000;NULL
230109319;C.R.E. CENTRO RICAMBI ELETTRODOMESTICI DI BRESCIAN;BRESCIANI C. & C. SAS;carmela.bresciani@gmail.com;www.centroricambielettrodomesticibiella.com;VIA CANDELO, 30;13900;BIELLA;BI;1241290020;1241290020;15401738;153353193;A;NULL;NULL;2023-07-04 10:48:27.137;NULL
230109320;EDILQUATTRO SRL;NULL;info@bernardelligroup.com;www.bernardelligroup.com;VIA DEL CANNETO, 53;25010;BORGOSATOLLO;BS;3139570174;3139570174;302702372;302703192;A;NULL;NULL;2023-07-06 10:26:53.347;NULL
230109321;C.R.P. DI GIACOMELLI DAVIDE;NULL;crp.prato@virgilio.it;NULL;VIA AMALFI, 11;59100;PRATO;PO;GCMDVD72D02G999J;1879240974;574440589;NULL;A;NULL;NULL;2023-09-04 09:03:57.000;NULL
230109329;OFFICINA F.L. DI LAVARINO FEDERICO;NULL;officinameccanicafl@gmail.com;officina-fl.business.site;CASCINA MAGGIORA, 161;13881;CAVAGLIA';BI;LVRFRC95L05E379A;2732510025;NULL;NULL;A;NULL;NULL;2023-07-25 09:02:34.000;NULL
230109332;EDIL NIC COSTRUZIONI DI BONIFACIO NICOLAS ANTONIO;NULL;NULL;NULL;VIA ROMOLO AVANZI, 38;13878;CANDELO;BI;BNFNLS02L17A859B;2722690027;NULL;NULL;A;NULL;NULL;2023-08-08 14:40:27.000;NULL
230109334;FERRARO SRL;NULL;info@ferrarocaseinlegno.it;www.ferrarocaseinlegno.it;VIA FELICE ORRIGONI, 15;21100;VARESE;VA;3534220128;3534220128;NULL;NULL;A;NULL;NULL;2023-07-31 11:41:01.637;NULL
230109336;BIOISOTHERM SRL;NULL;info@bioisotherm.it;www.bioisotherm.it;VIA ROMA, 14;20842;BESANA IN BRIANZA;MB;3524690967;3524690967;362979786;362979786;A;NULL;NULL;2023-08-23 10:14:06.053;NULL
230109338;LOREFAR S.L.;NULL;italia@faro.es;NULL;VIA/PIAZZA CONCEJAL FRANCISCO JOSE' JIMENEZ MARTIN, 160;28047;MADRID;NULL;B58087479;NULL;NULL;NULL;A;NULL;NULL;2023-08-08 16:39:02.583;NULL
230109341;BOSCO FORNITURE GRAFICHE SAS DI BOSCO ALESSANDRO &;& C.;info@boscofg.it;www.boscofg.it;VIA PRINCIPE DI PATERNO', 174;90145;PALERMO;PA;5020770821;5020770821;91225768;NULL;A;NULL;NULL;2023-08-11 10:49:26.000;NULL
230109345;TICINO CIOTTOLI SNC DI BERSOGLIO GIANCARLO & C.;NULL;ticinociottoli@libero.it;www.ticinociottoli.eu;VIA STRERA, 175/C;28047;OLEGGIO;NO;1490690037;1490690037;321992654;321994428;A;NULL;NULL;2023-09-12 10:32:10.763;NULL
230109346;SISTEMACASE SRLS;NULL;sistemacase@virgilio.it;www.sistemacaseinfissi.com;VIA ENTRACQUE, 7;10141;TORINO;TO;11038820012;11038820012;113727287;NULL;A;NULL;NULL;2023-09-18 08:34:49.843;NULL
230109355;CBC DISTRIBUZIONE SRL;NULL;cauteruccio.ciro@gmail.com;NULL;VIA ABATE PIETRO CHANOUX, 12;10142;TORINO;TO;12794870019;12794870019;NULL;NULL;A;NULL;NULL;2023-09-26 10:19:33.303;NULL
